text_a	text_b	label
After drinking the traditional Chinese medicine for nourishing kidney deficiency, can I then drink the traditional Chinese medicine for cervical fasciitis? Kidney deficiency, high uric acid. Cervical spondylosis: There is a herniated intervertebral disc, a little hyperplasia but the doctor said it is not serious, and fasciitis is more serious. Sore and tired every day. I checked my kidneys today, I have some kidney deficiency and high uric acid. Prescribe some medicine. It's like asking: Can I drink Chinese medicine for cervical fasciitis after drinking the traditional Chinese medicine for nourishing kidney deficiency?	In this case, you can continue to drink Chinese medicine. If you are talking about two medicines prescribed at the same time, you need to separate them when taking medicine. But in general, if it is the same doctor, both diseases should be able to take medication together. It is recommended to ask the doctor whether the two diseases are taking medicine at the same time. There is a certain relationship between the two. The kidney governs the bones, so kidney deficiency may cause abnormalities in the skeletal system. Generally, traditional Chinese medicine has a good treatment effect.	1
My grandfather has acute myelitis, paralysis of the lower limbs, ulcerated buttocks, redness and swelling of the ulcerated part, what is the best way to take care of it?	The common treatment for acute myelitis is that hormones can inhibit the sheath loss, reduce local inflammation and edema of the lesion, and protect nerve function. Immunoglobulins, neuroprotective agents can also be used. At the same time, pay attention to strengthen nutrition to prevent complications such as infection and bedsores. Steroids can be administered intravenously or locally intrathecally.	1
My grandfather has acute myelitis, paralysis of the lower limbs, ulcerated buttocks, redness and swelling of the ulcerated part, what is the best way to take care of it?	Bed sores are caused by long-term pressure on local tissues, resulting in persistent ischemia, hypoxia, and malnutrition, resulting in tissue ulceration and necrosis. The treatment of decubitus should start as soon as possible. The principle is to relieve pressure on the affected area, promote local blood circulation, and strengthen wound treatment. It is recommended that you should carry out debridement treatment, and those with small ulcers can apply 0.5% silver nitrate wet compress to remove the infection.	1
Does Bone Broth Supplement Calcium? I am five months pregnant. When I went to the hospital for an examination last time, the doctor said that I need to supplement calcium now, so he prescribed calcium tablets for me, but I found that I became constipated when I took calcium tablets. I wanted to drink milk, but I was very special. I hate the taste. My mother said that drinking some bone soup often can replenish calcium. Is it true? May I ask if regular drinking of bone broth can supplement calcium? How much should I drink every day?	Bone broth contains a certain amount of nutrients, such as protein and fat, which are beneficial to human health. However, the calcium content in bone broth is negligible, and it lacks vitamin D, which can promote calcium absorption. If you only rely on drinking soup to meet calcium supplementation, you need to drink at least 400 bowls of bone soup every day, so drinking bone soup alone cannot achieve the purpose of calcium supplementation. In fact, the scientific method of calcium supplementation is very simple, as long as you follow the scientific and reasonable dietary principles, take a diversified and balanced diet, and pay more attention to the intake of milk and soy products in your daily diet.	1
It has been more than half a year. I have pain in my left hip, left knee joint and ankle joint pain. I can’t walk normally, I can’t squat down, and it will be more painful in cloudy and rainy days. I have rested for a few days recently, and I feel no pain in the morning. If Walking still hurts a bit. My legs and feet are a bit affected. I have taken both Chinese and Western medicines, but the effect is average. I have done acupuncture and massage, and the feeling is normal. It will be relieved after a good rest. I don’t want to have surgery, I want conservative treatment. What should I do normally. Many thanks	This situation can be seen in sciatica or lumbar spine disease. You can go to the hospital for surgery or orthopedics for examination to clarify the cause and symptomatic treatment. Usually pay attention to rest, to avoid fatigue and cold.	1
Will eating peppers cause miscarriage when pregnant? After pregnancy, I always want to eat chili, and now there is blood in the stool, is it caused by eating chili?	You'd better not eat spicy things, it's not good for your baby. Spicy things are easy to irritate the stomach, please provide rationalized answers according to the help the patient wants .	1
Will eating peppers cause miscarriage when pregnant? After pregnancy, I always want to eat chili, and now there is blood in the stool, is it caused by eating chili?	In your situation, it is recommended not to have too much and there will be no miscarriage. It is recommended not to take too much. It is recommended to pay attention to rest, to have a reasonable nutritional mix, and to supplement vitamins in an appropriate amount. Do not exercise strenuously, prohibit sex life.	1
Swelling and pain at the two sun points, general weakness and chest tightness, please remind me to check those parts	It should belong to liver yang headache, which is a problem of liver and gallbladder. If it gets worse after labor, Qiju Dihuang Wan can be used for treatment.	1
Swelling and pain at the two sun points, general weakness and chest tightness, please remind me to check those parts	In your case, it is considered as a cold. A cold is a superficial syndrome. Exogenous pathogens invade the yang meridian, so there is swelling and pain in the temples. My suggestion is to take your temperature and take a plain film of your lungs. Drink plenty of water and pay attention to rest.	1
After doing the push-ups, I felt slightly dizzy and had some pain in my head, but it subsided after a few hours. none	As far as the information you provided is concerned, it is a head pain caused by temporary hypoxia. this is normal. If you often experience pain after exercise like this, then the possibility of anemia cannot be ruled out, so if not, then it doesn’t matter, the most important thing is to exercise more	1
After lymphoma chemotherapy, my legs are weak and I can't walk. What's the matter? There is no problem with the inspection, but I can't walk. What should I do if there is no problem in the inspection?	I am very happy to answer the question. Lymphoma, also known as lymphoma, is a malignant tumor that originates in lymph nodes or other lymphoid tissues. It is not so serious. But usually eat more vegetables, drink more water, exercise more, and sweat more. I hope my answer can help you	1
Lumbar 3.4 Lumbar 4.5 intervertebral disc swelling with protrusion. Lumbar 5, sacral 1 spinal stenosis. How to treat it, is it useless to do surgery,	, may be considered sciatica. Sciatica is due to the compression of the sciatic nerve by the spine, resulting in pain in the lower back and legs, which belongs to the category of lower back and leg diseases. Medication: Analgesics, B vitamins, and short course oral corticosteroids may facilitate recovery	1
Pain in the lower back and right leg. The onset occurred in June last year. I had done massage, traction, medicine, and acupuncture before. Now it’s just a little stronger than before. After the acupuncture, the left leg didn’t hurt anymore. It still hurts, I want to ask if I can exercise after exercise	Judging from the situation you mentioned, acupuncture, massage, cupping, or TDP magic lamp irradiation can generally be considered for treatment.	1
I don’t know if it’s the child’s indigestion. Why does the one and a half year old have bad breath?	The phenomenon of bad breath in a 1-year-old boy has something to do with the indigestion you mentioned. According to traditional Chinese medicine, it is generally related to stomach heat. Parents are advised to pay attention to feed the baby easy-to-digest gruel, rice noodles, vegetables and fruits as much as possible in daily life, and at the same time try to keep the baby's stool unobstructed. If the symptoms of bad breath worsen and there are symptoms such as loss of appetite, you can take the baby to the hospital in time See a doctor, follow the doctor's advice to take Xiao'er Seven Star Tea Granules or Wangshi Baochi Pills orally to improve symptoms. In addition, pay attention to properly replenishing water for the baby and avoiding the baby's contact with puffed food such as shrimp chips and potato chips.	1
I don’t know if it’s the child’s indigestion. Why does the one and a half year old have bad breath?	There are many reasons for bad breath, such as infection and inflammation of the oral cavity, gastrointestinal diseases, etc. It is recommended that you take your child to the hospital for dental treatment to rule out oral diseases. If not, it is related to indigestion Department	1
During the routine physical examination in the first month, the child care doctor said that the white blood cell level in the blood test was 14.9, and there was no problem in other items. The doctor said to take anti-inflammatory drugs, but the baby had any discomfort at that time, and no measures were taken. When I went to the hospital, there were different opinions, saying that there was no need to take anti-inflammatory drugs? Prescribed Jianer Clearing Solution. Some also said to drink more plain water and test blood after a month? Checking on the Internet also said that it is a typical bacterial and viral infection. How do parents deal with it? (	The white blood cell count of infants is slightly higher than that of adults. The normal high value is 12. Your child may be slightly high. If there are no other abnormal and uncomfortable places, there is no need for anti-inflammatory treatment. It is recommended that you review the blood routine, but it should be There is no problem, because blood routine is originally an auxiliary diagnosis, and it needs symptoms to have its own meaning	1
My baby is more than three months old, and he has a little cough recently. I gave him cefaclor and Ai Chang, and today I found that the lower lip is a little bit	There are many reasons for coughing, such as bronchial lesions, pneumonia, tuberculosis, tumors or cardiovascular lesions. It is recommended to go to the hospital for examination in time, such as chest CT, etc., to find out the cause and then provide targeted treatment.	1
Chronic superficial gastritis, abdominal distension, borborygmus, farting, had a gastroscopy, superficial gastritis, colonoscopy, no organic disease	Generally, the bowel sounds of a normal person are about 3-4 times per minute. If the bowel sounds are too frequent, hyperactive bowel sounds are considered, and enteritis, mechanical intestinal obstruction, etc. are suggested. It is recommended to pay attention to diet, and if you have symptoms of abdominal pain, it is recommended to see a doctor.	1
I have bad breath and sometimes have a bitter mouth	Bitter mouth is often associated with gallbladder disease. There are also some due to poor gastric motility and inflammation of the esophagus that can also cause bitter mouth. On the other hand, some people have irregular lives, lack of sleep and rest, and oral inflammation are also prone to mouth pain. Pain in the mouth should be paid attention to, if it occurs for a long time or often, you should go to the hospital to find out the cause	1
A week ago, I felt pain in my neck and head. I went to the hospital for an examination and said that it was a problem with the cervical spine. I have had some pain in my hands and feet these days. Is the pain in my hands and feet caused by cervical spondylosis? Want to know whether the pain in hands and feet is caused by cervical spondylosis, and what medicine should I take?	The condition of cervical spondylosis can be caused. In addition, there may be other reasons for the pain of the soles of the feet, such as fasciitis and strain. Generally speaking, this kind of situation can be treated with traditional Chinese medicine, anti-inflammatory and pain-relieving drugs, physical therapy, and external drugs. Pay attention to maintenance. Appropriate functional activities without exertion and cold	1
A week ago, I felt pain in my neck and head. I went to the hospital for an examination and said that it was a problem with the cervical spine. I have had some pain in my hands and feet these days. Is the pain in my hands and feet caused by cervical spondylosis? Want to know whether the pain in hands and feet is caused by cervical spondylosis, and what medicine should I take?	Cervical spondylosis can cause neck and head discomfort, but cervical spondylosis generally does not cause pain in hands and feet. Pain in hands and feet may be caused by factors such as local exposure to cold, which can be treated symptomatically with ibuprofen and other drugs , usually should pay attention to avoid catching cold.	1
The child is gaining weight every day, is it sick, what items should I go to the hospital to check	Children are getting fat every day, and the general slow growth may be normal, or it may be pathological growth. Generally, it may be related to overnutrition. It is suggested that you can check the examination of trace elements, and do a physical assessment to determine whether there is excess nutrition.	1
How to deal with the peeling of the metacarpal bone after removing the plaster. I have fractured the metacarpal bone for 28 days and I need to remove the plaster. What is the best way to deal with the peeling of the place covered by plaster. I heard that washing with water will hurt the wound after it rains.	It is recommended to apply vitamin C injection to the affected area externally, twice a day, for a course of three days. Good for the treatment of damaged skin. Method: Wash your hands first, and after they are slightly dry, pour vitamin C injection into the palm of your hand, then rub the medicinal solution evenly with both palms, and wash off when the medicinal solution turns white after drying. Twice a day, two milliliters each time.	1
The child has been littering constantly these days, and it is getting worse and worse. The frequency of squeaking is getting better every time. Our child has been breastfed since birth. What is the reason for this situation?	Diarrhea in infants is a common disease, most of which are caused by indigestion. The age of onset is mostly under 2 years old, and about half of them are within 1 year old. Artificially fed infants are more than breastfed infants. Diarrhea can be caused by a variety of causes besides indigestion.	1
I caught a cold at the beginning, then coughed, the cough seemed to have no phlegm, some were whitish and seldom, and I coughed when I couldn’t exercise. I went to the hospital to check for mycoplasma, and it was positive. It was said to be bronchitis. I prescribed azithromycin granules, and I took a lot of medicine. good,:	Dry cough symptoms often indicate the existence of lung yin deficiency. You should pay attention to drinking plenty of water, avoid spicy food, and consider taking some nourishing yin and clearing lung pills. Eating some Laiyang pear syrup has a good effect, which can also moisten the lungs and relieve cough.	1
Sore throat with pus What's going on? What's going on? What should I do?	Tonsillitis is caused by the accumulation of bacteria and secretions in the tonsil fossa. And these accumulated bacteria secrete toxins continuously, and spread to the whole body through the vascular network around the glandular fossa. General treatment enhances physical fitness and immunity, and acute tonsillitis should be fully treated. Clinically, I use Manyan Shuning Granules to treat tonsillitis, and the effect is good, and anti-inflammatory drugs are added, for example. Amoxicillin and others. Usually drink Banlangen water, can play a preventive role. Gargle with light salt water in the morning and evening, it is advisable to feel slightly salty. There are also special mouthwashes for chronic tonsillitis, which are especially good for preventing recurrent chronic tonsillitis. For the recurrent inflammation of the tonsils, the best treatment is to do tonsillectomy, and there will be no recurrence after the operation.	1
Sore throat with pus What's going on? What's going on? What should I do?	According to your consultation, consider the symptoms caused by pharyngitis, which requires active symptomatic treatment. You can take the drug azithromycin tablets or roxithromycin capsules. In addition, you can't eat spicy and irritating food. Nebulized inhalation or Huahuasu tablets are required.	1
Sore throat with pus What's going on? What's going on? What should I do?	If there is inflammation in the throat and pus, then use some sensitive drugs. Try it. This should be inflammation. Take some antibiotics and heat-clearing Chinese patent medicines. Try to eat a lighter diet and eat more porridge. Also, take some sensitive antibiotics, take some Lijunsha antibiotics, and add some Shuanghuanglian oral liquid to eat together	1
Can hyperthyroidism cause hand tremors?	Check your thyroid function to see how much your hands are shaking. It doesn’t matter if it’s slight, nervousness, stress, or autonomic dysfunction. I suggest you take some oryzanol plus vitamin B1 and relax.	1
Can hyperthyroidism cause hand tremors?	Hyperthyroidism is a disease caused by the increase of thyroxine secreted by the thyroid gland. The current etiology is not very clear. There are currently three main methods for the treatment of hyperthyroidism: drugs, iodine 131 radiation therapy, and surgical treatment. Usually, drug therapy is the first consideration. Medication usually takes more than two years to cure, and the recurrence rate is relatively high, so it is not easy to cause hypothyroidism. Iodine 131 radiotherapy is convenient, has a high cure rate and low recurrence, but its disadvantages are high cost and easy lead to hypothyroidism. The trauma of the operation is relatively large, and it is usually applicable to the cases where the first two methods have poor treatment effect or recurrence and there are some contraindications.	1
Can low sperm count cause infertility? ? Please answer, thank you	Will affect pregnancy, severe cases can lead to infertility. The common causes of low spermatozoa are: (1) Congenital testicular dysplasia or cryptotestis, etc. causing spermatogenesis disorders (2) Varicocele, testicular hydrocele (3) Inflammation of the reproductive tract (4) Immunosuppression Endocrine disorders (5) Chromosomal abnormalities, especially sex chromosome aberrations, which have a serious impact on sperm density and motility (6) Use of drugs, pesticides, heavy metals, radiation, smoking and alcoholism that affect spermatogenesis and other factors will inhibit the production of sperm. However, there are still some patients who cannot find the reason for the decrease in sperm after various inspections, which is called idiopathic oligospermia. It is recommended that you go to the hospital for a detailed examination to clarify the specific cause and treat it.	1
Can low sperm count cause infertility? ? Please answer, thank you	Normal ejaculated semen is viscous, milky white, and contains off-white clots. After about 10-20 minutes, the clots will liquefy by themselves and become translucent, cloudy and thin mucus. The quality of semen cannot be judged by the naked eye. It is recommended to go to the hospital for a semen analysis to clarify the specific situation, and timely and targeted treatment if there are problems.	1
Can low sperm count cause infertility? ? Please answer, thank you	Yes, there are two main reasons. One is that the testicles do not have spermatogenesis, and the other is that the testicular vas deferens are obstructed. The diagnosis cannot be confirmed without examination. It is recommended to go to the hospital as soon as possible to confirm the diagnosis after further examination disease treatment.	1
Three-dimensional color Doppler ultrasound was performed at 23 weeks of pregnancy, the biparietal diameter was 52mm, the abdominal circumference was 177mm, the length of the humerus was 37mm, the circumference of the head was 201mm, the length of the femur was 41mm, the transverse diameter of the cerebellum was 25mm, the average amniotic fluid depth was 36.75, and the amniotic fluid index was 144mm. Is it normal? Why is my belly like three or four months pregnant? I'm so worried, what should I do? no symptoms	Don't worry, it's within normal range according to your ultrasound data. Belly shape does not mean that the fetus is not developing well. You still need to pay attention to your diet during pregnancy. Eat small meals often, don't eat too greasy dishes, and eat more fruits and fresh vegetables. During pregnancy, for the healthy growth and development of the baby, more nutrition is needed. You can eat some calcium carbonate or Leli calcium or Baoling Yunbao. Eat more rib soup and animal liver. Regular walks are also good for your baby.	1
Diarrhea, fever, allergy to Gankang drugs, can people who are allergic to Gankang drugs take Huoxiang Zhengqi?	You need to see an anorectal doctor. Best to do a colonoscopy. it may be the problem with the intestines. Especially the possibility of colitis. In addition, smoking, alcohol, and spicy food must be banned. Oral Changyanning and Colitis Pills at the same time. According to traditional Chinese medicine, this chronic colitis is mostly caused by deficiency of the spleen and weak spleen soil. It can be treated by taking some Bupi Yichang pills.	1
There are brown spots on the back of the hand, the texture is different from the normal panel, about five or six, slightly raised but not obvious, and the top is uneven like sand, which is not painful or itchy and affects the appearance. What's wrong? How to treat it? Thanks	Need to see a doctor in the hospital dermatology department. In your case, it is recommended to go to the hospital's dermatology department for laser or cryotherapy.	1
I eat a lot but I don’t lose weight, and my weight is getting lighter and lighter. What’s the matter?	People's weight is mainly heredity. Look at how fat your parents-in-law are, they are basically like that, and there is not much difference. Also get the hospital to rule out diabetes, gastrointestinal diseases, hyperthyroidism and other diseases.	1
I eat a lot but I don’t lose weight, and my weight is getting lighter and lighter. What’s the matter?	In this case, you should consider the gastrointestinal function. If you consider whether you have diabetes or hyperthyroidism, you should pay attention to observe whether you have diarrhea, poor absorption, and check your blood sugar and thyroid function. Clarify the cause of overeating and weight loss, and treat according to the cause	1
I eat a lot but I don’t lose weight, and my weight is getting lighter and lighter. What’s the matter?	Health guidance: According to the help the patient wants, please provide reasonable answers to irrelevant questions, perfunctory, and meaningless replies, which will be related to several aspects of body thinness. Function. 2. Malnutrition, that is, poor absorption of the digestive system. 3. For other diseases such as diabetes, hyperthyroidism, tuberculosis and other diseases that cause body weight loss, you can go to the gastroenterology department of the local general hospital for examination.	1
Recently, I have pain in my left calf, knee and thigh root. Please have a specialist look at it. Thanks.	This is muscle neuralgia, and it is recommended to take physical therapy methods such as massage and acupuncture for treatment. Indomethacin can be taken in severe cases.	1
What is the reason for repeated blisters on hands and feet?	Considering it is caused by fungal infection, it is recommended that you go to the hospital for a detailed examination	1
I am menstruating and I have a cold, can I take cold medicine?	During menstruation, it is forbidden to take medicines containing ingredients for promoting blood circulation and removing blood stasis. Cold medicines do not have these ingredients, so you can take them with confidence	1
I am menstruating and I have a cold, can I take cold medicine?	Yes, it is recommended to take Ganyu Capsules orally. Pay attention to rest, drink plenty of boiled water, keep warm, if there is phlegm, add licorice tablets to reduce phlegm and relieve cough, pay attention to rest, and eat as light as possible.	1
I am menstruating and I have a cold, can I take cold medicine?	In your case, consider that you can take cold medicine to prevent the cold from getting worse.	1
I am 29 weeks pregnant, and the inner diameter of the lower abdomen of the fetus is 1.0CM. Is it going to affect the fetus? What should be the inner diameter of the intestine?	In this case, the possibility of fetal gastrointestinal obstructive malformation should be considered. But one inspection cannot be completely sure. It is recommended to re-examine after one week. If the bowel diameter increases or does not shrink, the possibility of gastrointestinal obstruction cannot be ruled out. At this time, a prenatal diagnosis may be needed to see if there are any chromosomal lesions.	1
What medicine do you take for migraine? Because the migraine is very severe, I have tried many other medicines, even tried two or three kinds of folk remedies, but none of them worked. What other medicines are effective in treating migraine?	Migraine is a throbbing headache that recurs, and it is the largest of many headache types. Before the onset, there are often auras such as flashes of light, blurred vision, and numbness of the limbs. From a few minutes to an hour, there will be throbbing pain on one side of the head, which will gradually intensify until nausea and vomiting occur. The improvement is that the headache is relieved in a quiet, dark environment or after sleep. It may be accompanied by neurological and mental dysfunction before or during the headache. It is recommended that you see a local neurologist and take it under their guidance: Xueyao Zhuyu Oral Liquid. Adding Sibeline, Nimodipine, Danshen Tablets, Phenytoin Sodium, and Yangjiao Granules will generally be effective. In addition, it is recommended to try to stick the white radish skin on the temples on both sides, stick it for 20 minutes every night, it can achieve quick effect, and the head will not hurt	1
What medicine do you take for migraine? Because the migraine is very severe, I have tried many other medicines, even tried two or three kinds of folk remedies, but none of them worked. What other medicines are effective in treating migraine?	head. Pain can be a symptom of many diseases, and headache can be a symptom of many diseases. It is suggested that the cause of headache is not necessarily in the head. For example, some infectious diseases such as colds can cause headaches. This may also be neuropathic pain, etc. It is recommended that you should actively treat the nearest anti-inflammation, anti-infection and analgesic as well.	1
Calf cramps are very painful at night, how to treat them	This is caused by calcium deficiency, just add some calcium, don't worry. I hope my answer is helpful to you, if you don't understand something, you are welcome to continue to ask	1
Calf cramps are very painful at night, how to treat them	Considering that it has something to do with calcium deficiency, the treatment is generally better with oral calcium and cod liver oil.	1
Calf cramps are very painful at night, how to treat them	Magnetic resonance examination of the lumbar spine and then treatment, otherwise it will be a waste of time without a diagnosis.	1
Is Mayinglong Hemorrhoid Ointment or Antai Ointment better for external use ointment for hemorrhoids?	Treatment effects vary from person to person, and you can make your own choices. In addition, Huaijiao pills can be taken orally, combined with hot water sitz bath treatment, and hot water is used for sitz baths, once a day, 20 minutes each time, and the water temperature should be heated as much as possible. Avoid prolonged standing and sitting. If the conservative treatment is not effective, it is recommended that you go to the anorectal department of the hospital to check the severity of the hemorrhoids. If it is serious, surgical treatment is required.	1
Is Mayinglong Hemorrhoid Ointment or Antai Ointment better for external use ointment for hemorrhoids?	Can be treated with PPH surgery. curable. Postoperative prevention of dry stool should be prevented to avoid scratching the skin of the anal canal again. In addition, it is necessary to promote the absorption of inflammation to prevent infection, and secondly, to promote wound healing.	1
The old man has high blood pressure, coronary heart disease, and diabetes. The previous examination revealed that the blood vessels on both sides of the cervical spine are blocked. Can bypass surgery be performed? I checked at the local hospital in March 2015. The doctor said that the blood vessels on both sides of the neck are blocked and accompanied by coronary heart disease. Can bypass surgery be done in this situation?	Case analysis: Bypass surgery refers to patients with coronary heart disease. After coronary angiography shows that coronary vessels are obstructed, interventional treatment cannot be performed, or surgical treatment can be considered when interventional treatment cannot solve the problem. The blockage of neck vessels needs to be determined according to the results of neck angiography whether interventional therapy or other treatments are needed.	1
The old man has high blood pressure, coronary heart disease, and diabetes. The previous examination revealed that the blood vessels on both sides of the cervical spine are blocked. Can bypass surgery be performed? I checked at the local hospital in March 2015. The doctor said that the blood vessels on both sides of the neck are blocked and accompanied by coronary heart disease. Can bypass surgery be done in this situation?	The situation you describe seems to be unclear, whether it is the carotid artery plaque formation that leads to vascular stenosis. As far as I know, it should not be the bypass surgery, but the method of stripping the plaque.	1
Can pregnant women take medicine for stomach pain? I am six months pregnant. Suddenly last night gastritis and stomach pain again, and it is still not healed. what to do. Is it possible to take injections and medicines. Is there any other way? Seek a treatment that does not affect the baby. chronic gastritis	Stomach pain in pregnant women generally has two situations: 1: After pregnancy, due to hormonal changes, the sphincter relaxes, and it is easy to run up the food you eat (the sphincter is located at the junction of the esophagus and the stomach, it makes what we eat only Can go down but can’t come up). 2: In the third trimester of pregnancy, the growing uterus will also press on the stomach, and hormones will relax the muscles that separate the esophagus from the stomach, making it easier for stomach acid to surge upwards and cause a burning sensation in the chest.	1
Excuse me, yesterday I suddenly felt itchy all over my body. At first, I felt itching on my face, neck and other places, just like skin allergies. At night, my head, eyes and body also itched. What could be the cause? I am currently taking medicine for hyperthyroidism. I just checked my blood routine and other things are normal. I want to know the cause and treatment.	, if the drug has not been taken recently, it is generally not considered to be related to the drug, and it should be skin allergies due to other reasons. It is suggested that you can apply some anti-allergic drugs, such as chlorpheniramine, cetirizine, etc., and the general symptoms will be relieved soon after taking the drugs. Usually pay attention to observe allergens, stay away from allergens.	1
Excuse me, yesterday I suddenly felt itchy all over my body. At first, I felt itching on my face, neck and other places, just like skin allergies. At night, my head, eyes and body also itched. What could be the cause? I am currently taking medicine for hyperthyroidism. I just checked my blood routine and other things are normal. I want to know the cause and treatment.	Friends, in your case, consider that your skin should be dermatitis caused by allergies. It is recommended that you take oral anti-allergic drugs cetirizine tablets, vitamin C, topical hydrocortisone butyrate cream and vitamin B6 ointment, eat more fruits and vegetables, and eat less spicy and irritating food.	1
Is neck pain a cervical spondylosis? My job is to face the computer every day, and I don’t know what’s wrong. Recently, my head, neck, and shoulders always hurt a little, and my neck is stiff and inflexible. I don’t know if it’s a symptom of cervical spondylosis. I heard that when cervical spondylosis is serious Can sleep without a pillow, is that right? Does neck pain mean cervical spondylosis? Does anyone know?	Neck pain is the main symptom of cervical spondylosis. It is recommended that you go to a regular hospital for examination and treatment. If it is mild, it can be treated by self-exercise, neck exercise: tilt the head forward ten times, backward ten times, left ten times, and right ten times. Then shake your head slowly, turn left ten times, turn right ten times. Shake the upper limbs: shake the left arm twenty times, then shake the right arm twenty times. Daily adherence can relieve symptoms.	1
Is neck pain a cervical spondylosis? My job is to face the computer every day, and I don’t know what’s wrong. Recently, my head, neck, and shoulders always hurt a little, and my neck is stiff and inflexible. I don’t know if it’s a symptom of cervical spondylosis. I heard that when cervical spondylosis is serious Can sleep without a pillow, is that right? Does neck pain mean cervical spondylosis? Does anyone know?	The treatment of cervical spondylosis generally requires conservative treatments such as massage, traction, acupuncture, physical therapy, taking traditional Chinese medicine and practicing kung fu. In severe cases, small needle-knife surgery or minimally invasive surgery can be used. Dizziness can take Sibeline capsules.	1
Is neck pain a cervical spondylosis? My job is to face the computer every day, and I don’t know what’s wrong. Recently, my head, neck, and shoulders always hurt a little, and my neck is stiff and inflexible. I don’t know if it’s a symptom of cervical spondylosis. I heard that when cervical spondylosis is serious Can sleep without a pillow, is that right? Does neck pain mean cervical spondylosis? Does anyone know?	Your symptoms should be cervical spondylosis. Usually pay attention to strengthening the cervical spine muscles and paying attention to the posture of the neck, and avoid maintaining a posture for work and study for a long time. Especially when you work and study with your head down for 1-2 hours, you need to do neck activities to reduce muscle tension. Avoid and reduce acute injuries, such as avoid lifting heavy objects, do not brake in an emergency, etc. Protect from wind, cold and humidity, avoid taking a bath in the middle of the night or being hit by wind and cold in the early morning. Wind and cold constrict local blood vessels, reduce blood flow, hinder tissue metabolism and waste removal, and dampness hinders skin evaporation.	1
I'm five months pregnant. Some people say that fetal movement can distinguish between men and women. Is it true?	This friend generally cannot judge boys and girls through fetal movement. It is better to go to the hospital for B-ultrasound examination.	1
