text_a	label
After drinking the traditional Chinese medicine for nourishing kidney deficiency, can I then drink the traditional Chinese medicine for cervical fasciitis? Kidney deficiency, high uric acid. Cervical spondylosis: There is a herniated intervertebral disc, a little hyperplasia but the doctor said it is not serious, and fasciitis is more serious. Sore and tired every day. I checked my kidneys today, I have some kidney deficiency and high uric acid. Prescribe some medicine. It's like asking: Can I drink Chinese medicine for cervical fasciitis after drinking the traditional Chinese medicine for nourishing kidney deficiency?In this case, you can continue to drink Chinese medicine. If you are talking about two medicines prescribed at the same time, you need to separate them when taking medicine. But in general, if it is the same doctor, both diseases should be able to take medication together. It is recommended to ask the doctor whether the two diseases are taking medicine at the same time. There is a certain relationship between the two. The kidney governs the bones, so kidney deficiency may cause abnormalities in the skeletal system. Generally, traditional Chinese medicine has a good treatment effect.	1
My grandfather has acute myelitis, paralysis of the lower limbs, ulcerated buttocks, redness and swelling of the ulcerated part, what is the best way to take care of it?The common treatment for acute myelitis is that hormones can inhibit the sheath loss, reduce local inflammation and edema of the lesion, and protect nerve function. Immunoglobulins, neuroprotective agents can also be used. At the same time, pay attention to strengthen nutrition to prevent complications such as infection and bedsores. Steroids can be administered intravenously or locally intrathecally.	1
My grandfather has acute myelitis, paralysis of the lower limbs, ulcerated buttocks, redness and swelling of the ulcerated part, what is the best way to take care of it?Bed sores are caused by long-term pressure on local tissues, resulting in persistent ischemia, hypoxia, and malnutrition, resulting in tissue ulceration and necrosis. The treatment of decubitus should start as soon as possible. The principle is to relieve pressure on the affected area, promote local blood circulation, and strengthen wound treatment. It is recommended that you should carry out debridement treatment, and those with small ulcers can apply 0.5% silver nitrate wet compress to remove the infection.	1
Does Bone Broth Supplement Calcium? I am five months pregnant. When I went to the hospital for an examination last time, the doctor said that I need to supplement calcium now, so he prescribed calcium tablets for me, but I found that I became constipated when I took calcium tablets. I wanted to drink milk, but I was very special. I hate the taste. My mother said that drinking some bone soup often can replenish calcium. Is it true? May I ask if regular drinking of bone broth can supplement calcium? How much should I drink every day?Bone broth contains a certain amount of nutrients, such as protein and fat, which are beneficial to human health. However, the calcium content in bone broth is negligible, and it lacks vitamin D, which can promote calcium absorption. If you only rely on drinking soup to meet calcium supplementation, you need to drink at least 400 bowls of bone soup every day, so drinking bone soup alone cannot achieve the purpose of calcium supplementation. In fact, the scientific method of calcium supplementation is very simple, as long as you follow the scientific and reasonable dietary principles, take a diversified and balanced diet, and pay more attention to the intake of milk and soy products in your daily diet.	1
It has been more than half a year. I have pain in my left hip, left knee joint and ankle joint pain. I can’t walk normally, I can’t squat down, and it will be more painful in cloudy and rainy days. I have rested for a few days recently, and I feel no pain in the morning. If Walking still hurts a bit. My legs and feet are a bit affected. I have taken both Chinese and Western medicines, but the effect is average. I have done acupuncture and massage, and the feeling is normal. It will be relieved after a good rest. I don’t want to have surgery, I want conservative treatment. What should I do normally. Many thanksThis situation can be seen in sciatica or lumbar spine disease. You can go to the hospital for surgery or orthopedics for examination to clarify the cause and symptomatic treatment. Usually pay attention to rest, to avoid fatigue and cold.	1
Will eating peppers cause miscarriage when pregnant? After pregnancy, I always want to eat chili, and now there is blood in the stool, is it caused by eating chili?You'd better not eat spicy things, it's not good for your baby. Spicy things are easy to irritate the stomach, please provide rationalized answers according to the help the patient wants .	0
Will eating peppers cause miscarriage when pregnant? After pregnancy, I always want to eat chili, and now there is blood in the stool, is it caused by eating chili?In your situation, it is recommended not to have too much and there will be no miscarriage. It is recommended not to take too much. It is recommended to pay attention to rest, to have a reasonable nutritional mix, and to supplement vitamins in an appropriate amount. Do not exercise strenuously, prohibit sex life.	1
Swelling and pain at the two sun points, general weakness and chest tightness, please remind me to check those partsIt should belong to liver yang headache, which is a problem of liver and gallbladder. If it gets worse after labor, Qiju Dihuang Wan can be used for treatment.	0
Swelling and pain at the two sun points, general weakness and chest tightness, please remind me to check those partsIn your case, it is considered as a cold. A cold is a superficial syndrome. Exogenous pathogens invade the yang meridian, so there is swelling and pain in the temples. My suggestion is to take your temperature and take a plain film of your lungs. Drink plenty of water and pay attention to rest.	1
After doing the push-ups, I felt slightly dizzy and had some pain in my head, but it subsided after a few hours. noneAs far as the information you provided is concerned, it is a head pain caused by temporary hypoxia. this is normal. If you often experience pain after exercise like this, then the possibility of anemia cannot be ruled out, so if not, then it doesn’t matter, the most important thing is to exercise more	0
After lymphoma chemotherapy, my legs are weak and I can't walk. What's the matter? There is no problem with the inspection, but I can't walk. What should I do if there is no problem in the inspection?I am very happy to answer the question. Lymphoma, also known as lymphoma, is a malignant tumor that originates in lymph nodes or other lymphoid tissues. It is not so serious. But usually eat more vegetables, drink more water, exercise more, and sweat more. I hope my answer can help you	1
